City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
376,Yining,CN,71.51,scattered clouds,29.0361,114.5636,Xiushui Hotel
377,Cheyenne,US,89.78,clear sky,41.14,-104.8203,The Historic Plains Hotel & Restaurant
380,Suoyarvi,RU,45.03,overcast clouds,62.0833,32.35,Mini-Hotel Comfort
382,Suez,EG,80.65,clear sky,29.9737,32.5263,Green House
383,Yar-Sale,RU,36.93,overcast clouds,66.8333,70.8333,Yalemd
384,Cabedelo,BR,78.76,few clouds,-6.9811,-34.8339,Pousada Camboinha
385,Bandarbeyla,SO,76.37,broken clouds,9.4942,50.8122,JABIR HOTEL
386,Hanzhong,CN,66.87,broken clouds,33.0728,107.0303,Guorui Hotel
387,Algiers,DZ,89.42,broken clouds,36.7525,3.042,Sofitel Algiers Hamma Garden
388,Bahia Honda,CU,88.72,few clouds,22.9036,-83.1592,Casa Gualberto - Deysi
389,Okha,RU,54.52,moderate rain,53.5739,142.9478,Sakhalin-Sfera
391,Camaqua,BR,69.91,broken clouds,-30.8511,-51.8122,Bartz Hotel
392,Muisne,EC,77.79,broken clouds,0.6,-80.0333,Quinta Samay
393,Christchurch,NZ,35.47,clear sky,-43.5333,172.6333,The George
394,San Jose De Guanipa,VE,86.56,broken clouds,8.8872,-64.1651,Hotel Kariña Guanipa
395,Lapeer,US,76.48,broken clouds,43.0514,-83.3188,"Holiday Inn Express Lapeer, an IHG Hotel"
396,Kranjska Gora,SI,66.4,broken clouds,46.4839,13.7894,"Korona, Resort & Entertainment"
397,Calama,CL,73.76,clear sky,-22.4667,-68.9333,Park Hotel Calama
399,Palomares,MX,85.68,broken clouds,17.15,-95.0667,Hotel Monarca
400,Asau,RO,63.52,light rain,46.4333,26.4,Casa Mika Ciobanus
401,Kudahuvadhoo,MV,79.61,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
402,Kirakira,SB,78.17,clear sky,-10.4544,161.9205,SanBiz Lodge
406,Itarare,BR,59.05,heavy intensity rain,-24.1125,-49.3317,Hospedaria Frei Caneca
407,Ballina,AU,51.01,scattered clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
408,Lakes Entrance,AU,41.16,overcast clouds,-37.8811,147.981,The Esplanade Resort & Spa
410,Le Havre,FR,67.12,overcast clouds,49.4938,0.1077,Oscar Hôtel
411,Whitianga,NZ,43.52,broken clouds,-36.8333,175.7,Beachside Resort Whitianga
412,Broken Hill,AU,57.07,overcast clouds,-31.95,141.4333,Royal Exchange Hotel
413,Kermanshah,IR,81.5,clear sky,34.3142,47.065,Sina Hotel
414,Gaoual,GN,82.9,light rain,11.75,-13.2,Hotel koliba
415,Alice Springs,AU,51.35,broken clouds,-23.7,133.8833,Desert Palms Alice Springs
416,Alyangula,AU,58.87,fog,-13.8483,136.4192,Groote Eylandt Lodge
417,Kupang,ID,75.06,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
418,Vila Velha,BR,73.94,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
419,Inuvik,CA,38.16,broken clouds,68.3499,-133.7218,Nova Inn Inuvik
420,Kenora,CA,79.11,few clouds,49.8167,-94.4337,Maynard Lake Lodge
421,Vestmannaeyjar,IS,58.19,clear sky,63.4427,-20.2734,Glamping & Camping
422,Qasigiannguit,GL,41.25,overcast clouds,68.8193,-51.1922,Almost HOME
423,Khandbari,NP,71.94,overcast clouds,27.3747,87.2039,Sainik Hotel And Lodge
424,Olafsvik,IS,51.33,scattered clouds,64.8945,-23.7142,Hotel Olafsvik
425,Uberaba,BR,84.4,overcast clouds,-19.7483,-47.9319,Tamareiras Park Hotel
426,Scottsboro,US,87.51,scattered clouds,34.6723,-86.0341,Budget Inn
427,Dongsheng,CN,58.26,clear sky,39.8161,109.9776,Crowne Plaza Ordos
429,Freeport,US,73.02,moderate rain,40.6576,-73.5832,The Freeport Inn and Marina
430,Moindou,NC,65.57,overcast clouds,-21.6924,165.677,Equi-lodge de Moindou
431,Grand Gaube,MU,71.38,scattered clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
432,Zitacuaro,MX,71.73,overcast clouds,19.4372,-100.358,Hotel Rancho San Cayetano
433,Rawson,AR,73.38,overcast clouds,-43.3002,-65.1023,Hosteria Sampedro
434,Namatanai,PG,78.84,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
435,Trairi,BR,85.37,scattered clouds,-3.2778,-39.2689,janelas do mar
436,Dingzhou,CN,64.09,clear sky,38.5131,114.9956,宜家时尚宾馆
437,Akdagmadeni,TR,46.47,scattered clouds,39.6603,35.8836,Hanedan Otel
438,Kisangani,CD,76.26,broken clouds,0.5167,25.2,Grand Ramela Hotel
439,Warri,NG,77.18,overcast clouds,5.5167,5.75,GT Guesthouse
440,Freetown,SL,76.42,heavy intensity rain,8.484,-13.2299,The Country Lodge Hotel
441,Mbaiki,CF,76.33,overcast clouds,3.8678,17.9892,Motel MBM
442,Chelmno,PL,61.45,scattered clouds,53.3485,18.4251,Apartament CCH
443,Aloleng,PH,81.09,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
444,Geilo,NO,52.7,scattered clouds,60.5333,8.2076,Havsdalsgrenda Geilo
445,Dorogobuzh,RU,45.48,broken clouds,54.915,33.2972,"Gostevoi dom ""BRAVO"""
446,Tabou,CI,76.48,light rain,4.423,-7.3528,hotêl doufoulougou
447,Mandalgovi,MN,58.03,clear sky,45.7625,106.2708,В.Ганбат
449,Karlshamn,SE,59.49,few clouds,56.1706,14.8619,Port Hotel AB
451,Russell,US,88.97,few clouds,32.3502,-85.1999,Macs
452,Floro,NO,62.67,clear sky,61.5996,5.0328,Kinn Hotell Florø
453,Hamilton,US,76.59,broken clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
454,Richards Bay,ZA,66.27,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
456,Sorland,NO,51.15,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
458,Tripoli,LY,83.21,clear sky,32.8752,13.1875,Al Waddan Hotel
460,Tiksi,RU,40.82,overcast clouds,71.6872,128.8694,Arktika
461,Mangan,IN,74.71,broken clouds,27.5167,88.5333,Hotel Mout View
462,Palang,BD,82.4,overcast clouds,23.2167,90.35,হোটেল আল সামাদ আবাসিক
463,Zwedru,LR,73.62,moderate rain,6.0667,-8.1281,Elijah Worjloh
465,Belmonte,BR,73.53,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
466,Pamanukan,ID,77.56,clear sky,-6.2842,107.8106,Paris Day Hotel Pamanukan
467,Mangrol,IN,80.2,clear sky,21.1167,70.1167,Hotel The Royal Honours
468,Kemin,KG,69.67,clear sky,42.7846,75.6892,Hotel Kok-Oirok
469,Coutances,FR,66.24,broken clouds,49.05,-1.4333,Hotel La Pocatiere
470,Baoying,CN,70.97,clear sky,33.2292,119.3092,GreenTree Alliance Yangzhou Baoying Town Huaijiang Street East Taishan Road Hotel
472,Hualmay,PE,67.23,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
473,Sremska Mitrovica,RS,72.91,clear sky,44.9764,19.6122,PB Urban Stay
474,Emerald,AU,55.35,broken clouds,-23.5333,148.1667,The Irish Village
476,Burgeo,CA,60.62,overcast clouds,47.6167,-57.6152,Gillett's Motel
477,Acambay,MX,64.38,overcast clouds,19.9558,-99.8417,La Huerta
478,Merrill,US,73.17,clear sky,45.1805,-89.6835,Prairie Motel
479,Rocha,UY,65.53,scattered clouds,-34.4833,-54.3333,Hotel Arrarte
480,Alofi,NU,76.37,clear sky,-19.0595,-169.9187,Taloa Heights
481,Talcahuano,CL,53.35,clear sky,-36.7167,-73.1167,departamento comodo
482,Sabang,ID,82.47,moderate rain,5.8933,95.3214,Hotel Citra
483,Beyneu,KZ,62.67,broken clouds,45.3167,55.2,NUR
484,Garowe,SO,86.27,broken clouds,8.4054,48.4845,Curubo Hotel
485,Palmer,US,65.14,moderate rain,42.1584,-72.3287,Wedgewood Motel
488,Iwanai,JP,69.31,overcast clouds,42.9744,140.5089,いわない高原ホテル
489,Saryozek,KZ,67.6,clear sky,44.3583,77.9753,Gostinitsa
490,Ugoofaaru,MV,80.19,overcast clouds,5.6667,73.0,Ungoofaaru Inn
492,Chandbali,IN,83.01,overcast clouds,20.7833,86.7667,Sabitri Bhavan
493,Emborion,GR,67.3,scattered clouds,40.4833,21.55,Villa Kastanodasos
494,Sungaipenuh,ID,62.71,heavy intensity rain,-2.0833,101.3833,Penginapan Citra Alam
495,Korla,CN,78.06,clear sky,41.7597,86.1469,Gulisitan Hotel
496,Chlumec Nad Cidlinou,CZ,73.51,light rain,50.1544,15.4603,Hotel Koruna
498,Trelew,AR,77.56,overcast clouds,-43.249,-65.3051,Hotel Touring Club
499,Naze,JP,75.25,overcast clouds,28.3667,129.4833,Shishime Hotel
500,Pisco,PE,63.01,few clouds,-13.7,-76.2167,Hotel San Isidro Oficial
501,Bandarban,BD,77.2,overcast clouds,22.1965,92.2262,HOTEL PLAZA BANDARBAN
502,Ayagoz,KZ,71.04,scattered clouds,47.9714,80.4392,Gostinitsa Nur
504,Chifeng,CN,55.45,scattered clouds,42.2683,118.9636,Junyu Tiancheng Hotel
505,Kuytun,RU,49.1,overcast clouds,54.3419,101.5036,Gostinitsa Tsentral'naya
506,Alibag,IN,84.27,light rain,18.6411,72.8792,"Radisson Blu Resort & Spa - Alibaug, India"
508,Tabalosos,PE,79.59,broken clouds,-6.35,-76.6833,Proyecto de Lounge Nazareth
509,Oistins,BB,86.09,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
511,Kearney,US,88.36,clear sky,40.6995,-99.0815,"Holiday Inn Kearney, an IHG Hotel"
512,Megion,RU,46.42,overcast clouds,61.0296,76.1136,Komfort Hotel
513,Kushiro,JP,69.33,overcast clouds,42.975,144.3747,Toyoko Inn Kushiro Jujigai
514,Iralaya,HN,85.06,broken clouds,15.0,-83.2333,Iglesia morava renovada
515,Cody,US,85.59,clear sky,44.5263,-109.0565,"Holiday Inn Cody-at Buffalo Bill Village, an IHG Hotel"
516,Carmelo,UY,70.68,clear sky,-33.9892,-58.2856,Los Muelles Boutique Hotel
518,Makaha,US,81.99,broken clouds,21.4694,-158.2175,Hawaiian Princess Resort
519,Launceston,AU,45.16,overcast clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
520,Roebourne,AU,67.73,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
521,Kelo,TD,75.58,light rain,9.3086,15.8066,Plantation de Kelo
522,Utica,US,71.65,overcast clouds,43.1009,-75.2327,Days Inn by Wyndham Utica
523,Port Lincoln,AU,56.86,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
524,Marawi,PH,67.91,overcast clouds,7.9986,124.2928,Derogongan Residence
525,Teknaf,BD,80.85,broken clouds,20.8624,92.3058,Forestry Guesthouse
526,Akom,CM,71.53,light rain,2.6678,12.7109,Complexe Hôtelier Jeannette
527,Vanimo,PG,77.14,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
529,Newry,GB,61.11,overcast clouds,54.1784,-6.3374,Canal Court Hotel
530,Singarayakonda,IN,84.67,overcast clouds,15.25,80.0333,Sri Nrk A/C Lodge
531,Bakchar,RU,48.6,overcast clouds,57.0186,82.0711,Gostinitsa Gostevoy Dom
532,Tagusao,PH,76.98,overcast clouds,9.1924,117.8141,Caycay future beach resort
533,Mezhdurechenskiy,RU,44.96,overcast clouds,59.6,65.9333,Hotel Berezka
535,Sorong,ID,78.91,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
536,West Wendover,US,88.81,clear sky,40.7391,-114.0733,"Motel 6 Wendover, UT"
537,Itoman,JP,80.62,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
538,Gossaigaon,IN,76.86,overcast clouds,26.4481,89.989,Daory Dhaba
540,Kholm-Zhirkovskiy,RU,47.46,overcast clouds,55.5189,33.4731,Gostinitsa Kholm
541,Hvolsvollur,IS,57.87,overcast clouds,63.7533,-20.2243,Hotel Rangá
542,Raton,US,86.61,clear sky,36.9034,-104.4391,"Holiday Inn Express & Suites Raton, an IHG Hotel"
543,Gioia Tauro,IT,80.56,clear sky,38.424,15.899,Villaggio Camping La Quiete
546,Pittsfield,US,64.29,moderate rain,42.4501,-73.2454,"Holiday Inn & Suites Pittsfield-Berkshires, an IHG Hotel"
548,Brae,GB,58.21,overcast clouds,60.3964,-1.353,Busta House Hotel
549,Juneau,US,52.21,overcast clouds,58.3019,-134.4197,"Baranof Downtown, BW Signature Collection"
550,Olavarria,AR,71.02,scattered clouds,-36.8927,-60.3225,Hotel Santa Rosa
552,Langxiang,CN,46.33,overcast clouds,46.95,128.8833,Pearl Hotel
553,Salmas,IR,74.7,clear sky,38.1973,44.7653,Ata Hotel
554,Plettenberg Bay,ZA,53.01,clear sky,-34.0527,23.3716,Thanda Vista B&B
555,Calbuco,CL,54.55,light rain,-41.768,-73.1273,Hotel Colonial
556,Sal Rei,CV,82.58,overcast clouds,16.1833,-22.9167,Marine Club Beach Resort
557,Chimbote,PE,67.86,broken clouds,-9.0853,-78.5783,Hotel Briliá
559,Shenzhen,CN,86.27,overcast clouds,22.5455,114.0683,Grand Skylight
560,Saint-Denis,FR,81.37,broken clouds,48.9167,2.3333,ibis budget Paris Porte de Montmartre
562,Yabassi,CM,74.21,broken clouds,4.457,9.9682,MOTEL FOMI
563,Garden City,US,77.49,few clouds,42.3256,-83.331,Big Trees Mobile Home Community
564,Tupik,RU,49.19,light rain,54.4253,119.9327,Guest House Orkhideya
565,Aljezur,PT,70.38,broken clouds,37.3191,-8.8033,Amazigh Hostel
566,Kandrian,PG,77.68,overcast clouds,-6.2167,149.55,Kandrian Station
569,Manavalakurichi,IN,76.66,overcast clouds,8.1333,77.3,Jebinrio home
570,Mezen,RU,42.33,overcast clouds,65.8522,44.24,Gostevoy Dom Everest
571,Sisimiut,GL,40.89,overcast clouds,66.9395,-53.6735,Hotel Sisimiut
573,Ambon,ID,77.23,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
575,Hachinohe,JP,73.65,overcast clouds,40.5,141.5,Hachinohe Grand Hotel
576,Sakaiminato,JP,73.17,broken clouds,35.55,133.2333,Italian pasley
577,Bani Walid,LY,84.78,clear sky,31.7566,13.9942,نيك بلاش
579,Faya,SA,70.32,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
580,Tocopilla,CL,66.38,few clouds,-22.092,-70.1979,Hotel Galvarino
582,Olinda,BR,78.19,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
583,Lahat,ID,73.45,overcast clouds,-3.8,103.5333,Hotel Grand Zuri Lahat by ZHM
585,Honningsvag,NO,44.35,scattered clouds,70.9821,25.9704,Nordkapp Vandrerhjem
587,Jacqueville,CI,75.49,overcast clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
589,Kota Belud,MY,77.77,overcast clouds,6.351,116.4305,Tang Dynasty Lodge Kota Belud
592,Portland,US,79.45,clear sky,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
593,Nicoya,CR,86.23,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
594,Anadyr,RU,37.0,overcast clouds,64.75,177.4833,Отке17.ру — жильё для командированных
595,Gidole,ET,60.31,broken clouds,5.65,37.3667,Shallom mekaneyesus church
596,Hohhot,CN,57.83,clear sky,40.8106,111.6522,Sheraton Hohhot Hotel
597,Cowra,AU,41.43,scattered clouds,-33.8333,148.6833,Cowra Motor Inn
598,Butembo,CD,58.5,moderate rain,0.15,29.2833,Hotel Butembo
599,Carutapera,BR,85.21,scattered clouds,-1.195,-46.02,Lidera
600,Nacala,MZ,73.22,few clouds,-14.5428,40.6728,Nacala Plaza Business Design Hotel
601,Marseille,FR,77.18,clear sky,43.3333,5.5,"The Originals City, Hôtel Côté Sud, Marseille Est (Inter-Hotel)"
602,Lasa,IT,65.01,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
603,Westport,US,72.77,moderate rain,41.1415,-73.3579,The Westport Inn
604,Suhbaatar,MN,55.31,broken clouds,50.2314,106.2078,Hotel Nine
606,Basoko,CD,77.79,scattered clouds,1.2391,23.616,Jackyna Hotel
607,Shahrud,IR,70.48,clear sky,36.4182,54.9763,Royal Hotel
608,Virginia Beach,US,89.04,overcast clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
609,Yingcheng,CN,75.07,scattered clouds,30.95,113.55,Yingcheng Hotel
610,Ornskoldsvik,SE,49.15,clear sky,63.2909,18.7153,ファーストホテル スタット
611,Cavalcante,BR,88.3,scattered clouds,-13.7975,-47.4583,Pousada Vila dos Ipês
612,Mujiayingzi,CN,54.34,few clouds,42.1167,118.7833,Jinjiang Hotel
613,Nabire,ID,74.34,light rain,-3.3667,135.4833,Hotel Nusantara I
614,Dicabisagan,PH,79.12,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
615,Fort Frances,CA,76.15,clear sky,48.5999,-93.4003,LA PLACE RENDEZ-VOUS
616,Cockburn Town,TC,83.52,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
617,Burnie,AU,47.91,broken clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
618,Zuwarah,LY,81.59,clear sky,32.9312,12.082,مطعم كابيتانو
619,Vestmanna,FO,56.32,overcast clouds,62.1564,-7.1664,Vestmanna Camping
621,Dhidhdhoo,MV,79.23,light rain,6.8833,73.1,Dhidhoo beach
622,Baculin,PH,77.97,scattered clouds,7.4525,126.5842,Baculin Cove Beach Resort
623,Kosai,JP,79.93,light rain,34.7105,137.5316,Hotel Route Inn Hamanako
624,Usinsk,RU,42.44,light rain,65.9939,57.5281,Dobro Pozhalovaty
626,Amahai,ID,76.44,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
627,Llanes,ES,70.77,scattered clouds,43.4198,-4.7549,Hotel La Paz
629,Chiautla,MX,73.17,overcast clouds,19.5333,-98.8833,Xcoco Inn
631,Chaohu,CN,75.83,scattered clouds,31.6,117.8667,Shell Hefei Chaohu Railway Station Wanda Plaza Hotel
632,Tieli,CN,48.87,light rain,46.95,128.05,Dynasty Hotel
635,Esso,RU,43.61,broken clouds,55.9333,158.7,Paramushir Tur
636,Lingsugur,IN,82.26,moderate rain,16.1667,76.5167,Shree devi savji hotel
639,Aramecina,HN,88.23,scattered clouds,13.7422,-87.7103,Cementerio Municipal de Aramecina Valle
640,Itarema,BR,86.07,few clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
641,Porto Novo,BJ,80.42,broken clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
642,Sompeta,IN,82.65,broken clouds,18.9333,84.6,బెంకిలి భైరొడమ్మ క్రికెట్ గ్రౌండ్
643,Bagado,CO,87.53,overcast clouds,5.4116,-76.4152,Hotel San Jose
644,Tatarka,RU,58.82,scattered clouds,44.9589,41.9517,"Sofi De Lyuks, Gostinichnyy Kompleks"
645,Lakheri,IN,84.07,scattered clouds,25.6667,76.1667,प्रहलाद जी सैनी
646,Qaqortoq,GL,46.62,overcast clouds,60.7167,-46.0333,Siniffik Inn
647,Ingham,US,73.9,haze,42.6,-84.3833,Sunset Mobile Home Park
648,Puerto Varas,CL,59.31,light rain,-41.3195,-72.9854,Hotel Solace Puerto Varas
651,Tumarbong,PH,75.97,overcast clouds,10.3766,119.4579,Rufino’s Place
652,San Isidro,PE,63.99,broken clouds,-12.1167,-77.05,Radisson Hotel Decapolis Miraflores
653,Meiganga,CM,67.69,light rain,6.5167,14.3,DFR HOUSE
654,Nara,JP,73.49,overcast clouds,34.6851,135.8049,Guesthouse Nara Komachi
655,Tshela,CD,78.44,broken clouds,-4.9833,12.9333,Hotel Mirador
656,Karratha,AU,67.3,clear sky,-20.7377,116.8463,ibis Styles Karratha
657,Polson,US,74.77,clear sky,47.6936,-114.1632,Americas Best Value Port Polson Inn
658,Nouadhibou,MR,76.84,clear sky,20.931,-17.0347,El Medina
659,Elliot Lake,CA,73.35,clear sky,46.3834,-82.6331,Paris Plaza
660,Livingston,GB,58.14,few clouds,55.9029,-3.5226,Mercure Livingston Hotel
661,Tucupita,VE,89.02,broken clouds,9.0622,-62.051,Hotel Tucupita Su​ite C.A.
662,Sao Joao Da Barra,BR,78.89,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
663,Lages,BR,53.4,moderate rain,-27.8161,-50.3261,Hotel Le CanarD Lages
664,Kulhudhuffushi,MV,79.54,overcast clouds,6.6221,73.07,Haajy Guest House 1
665,Hovd,MN,65.41,clear sky,48.0056,91.6419,Hotel Khovd
667,Coihaique,CL,38.03,moderate rain,-45.5752,-72.0662,Diego De Almagro Coyhaique
668,Birjand,IR,72.34,clear sky,32.8663,59.2211,Birjand Tourist Hotel
670,Aras,ES,81.01,few clouds,42.5617,-2.356,Jardines de Viana Spa
671,Ketchikan,US,52.36,light rain,55.3422,-131.6461,Snow's Cove Lodge
672,Guarapari,BR,73.89,overcast clouds,-20.6667,-40.4975,Hotel Porto do Sol
673,Hargeysa,SO,74.5,light rain,9.56,44.065,City Center Hotel
674,La Libertad,EC,71.26,broken clouds,-2.2333,-80.9,Playa Canela Hotel Boutique
676,Escalerillas,MX,67.87,broken clouds,22.1333,-101.0667,Hilton San Luis Potosi
677,Nuevo Imperial,PE,70.09,scattered clouds,-13.0754,-76.3172,Hotel Konford
678,Griffith,US,80.31,scattered clouds,41.5284,-87.4237,Apartment above Depot Bar
679,Tulum,MX,89.13,few clouds,20.2167,-87.4667,Kin Ha Tulum
680,Davidson,US,85.68,broken clouds,36.1501,-86.7833,Best Western Plus Music Row
681,Pakxan,LA,74.57,broken clouds,18.3778,103.6601,Kong Kham Pheng Guesthouse
682,Coquimbo,CL,59.9,few clouds,-29.9533,-71.3436,Hotel San Juan
684,Rzeszow,PL,60.82,clear sky,50.0413,21.999,Hotel Hetman
685,Kargasok,RU,42.76,broken clouds,59.0556,80.8572,Hotel Kargasok
686,Yurga,RU,52.05,overcast clouds,55.7231,84.8861,Gostinitsa 12 Futov
687,Bereda,ES,69.42,overcast clouds,43.2686,-7.5406,Pazo de Verdes
689,Sungai Petani,MY,82.27,overcast clouds,5.647,100.4877,Swiss Inn Sungai Petani
690,Pochutla,MX,87.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
691,Sitka,US,57.09,light rain,57.0531,-135.33,Westmark Sitka
692,Yulara,AU,60.64,scattered clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
