City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description,Date
144,Gandorhun,7.5,-11.8333,73.27,98,100,1.72,SL,moderate rain,2022-09-06 18:01:07
145,Tuktoyaktuk,69.4541,-133.0374,37.4,87,100,13.8,CA,overcast clouds,2022-09-06 18:01:08
146,Zhoucheng,35.9122,116.3117,64.89,45,0,2.75,CN,clear sky,2022-09-06 18:01:08
147,Yinchuan,38.4681,106.2731,68.76,21,0,6.71,CN,clear sky,2022-09-06 18:01:08
148,Kieta,-6.2167,155.6333,78.01,85,51,4.72,PG,broken clouds,2022-09-06 18:01:09
149,Vanavara,60.34,102.2797,36.91,98,48,5.23,RU,scattered clouds,2022-09-06 18:01:09
150,Honiara,-9.4333,159.95,77.49,86,3,7.07,SB,clear sky,2022-09-06 18:01:09
151,Tautira,-17.7333,-149.15,76.68,79,23,18.05,PF,light rain,2022-09-06 18:01:09
152,Torbay,47.6666,-52.7314,59.29,93,100,10.0,CA,overcast clouds,2022-09-06 18:01:10
153,Port-Gentil,-0.7193,8.7815,76.96,83,40,12.66,GA,scattered clouds,2022-09-06 18:01:10
154,Chapais,49.7834,-74.8492,74.23,32,25,4.36,CA,scattered clouds,2022-09-06 18:01:10
155,Cidreira,-30.1811,-50.2056,63.93,82,100,19.46,BR,overcast clouds,2022-09-06 18:01:11
156,Sibolga,1.7427,98.7792,76.15,90,86,2.84,ID,overcast clouds,2022-09-06 18:01:11
157,Kodiak,57.79,-152.4072,50.88,89,70,5.82,US,broken clouds,2022-09-06 18:01:11
158,Sterling,39.0062,-77.4286,84.54,72,40,14.0,US,scattered clouds,2022-09-06 17:56:31
159,Saint George,37.1041,-113.5841,98.64,18,0,1.99,US,clear sky,2022-09-06 18:00:10
160,Broome,42.2506,-75.833,72.86,88,100,5.75,US,mist,2022-09-06 18:01:12
161,Murud,18.3258,72.965,80.73,84,100,6.26,IN,moderate rain,2022-09-06 18:01:12
162,Walvis Bay,-22.9575,14.5053,59.09,70,8,7.54,NA,clear sky,2022-09-06 18:01:12
163,Springdale,36.1867,-94.1288,86.74,66,40,5.75,US,scattered clouds,2022-09-06 18:01:07
164,Oak Harbor,48.2932,-122.6432,69.82,71,2,3.0,US,clear sky,2022-09-06 18:00:12
165,Sharjah,25.3573,55.4033,91.71,49,0,4.83,AE,clear sky,2022-09-06 18:01:13
166,Ilulissat,69.2167,-51.1,41.02,87,75,4.61,GL,broken clouds,2022-09-06 18:01:13
167,Bonanza,14.0289,-84.591,90.41,48,89,3.15,NI,overcast clouds,2022-09-06 18:01:13
168,Lebu,-37.6167,-73.65,57.16,60,0,14.72,CL,clear sky,2022-09-06 18:01:14
169,Upernavik,72.7868,-56.1549,40.23,82,92,17.09,GL,overcast clouds,2022-09-06 18:01:14
170,Solnechnyy,50.7214,136.6319,51.87,99,100,4.25,RU,moderate rain,2022-09-06 18:01:14
171,Velyka Mykhaylivka,47.0794,29.8514,61.81,37,59,3.2,UA,broken clouds,2022-09-06 18:01:15
172,Saint-Philippe,-21.3585,55.7679,67.59,72,25,10.51,RE,scattered clouds,2022-09-06 18:01:15
173,Carnarvon,-24.8667,113.6333,62.73,60,52,13.51,AU,broken clouds,2022-09-06 18:01:15
174,Parral,26.9333,-105.6667,67.08,74,100,9.66,MX,overcast clouds,2022-09-06 18:01:16
175,Avera,33.194,-82.5271,89.65,48,79,6.58,US,broken clouds,2022-09-06 18:01:16
176,George Town,5.4112,100.3354,82.33,86,20,2.3,MY,few clouds,2022-09-06 18:01:16
177,Sol-Iletsk,51.1631,54.9918,50.11,63,89,14.99,RU,overcast clouds,2022-09-06 18:01:17
178,Dingle,10.9995,122.6711,74.73,93,100,3.51,PH,moderate rain,2022-09-06 18:01:17
179,Katsuura,35.1333,140.3,80.87,85,7,12.39,JP,clear sky,2022-09-06 18:01:17
180,Leningradskiy,69.3833,178.4167,34.56,88,100,5.17,RU,overcast clouds,2022-09-06 18:01:18
181,Rio Gallegos,-51.6226,-69.2181,41.47,37,71,21.65,AR,broken clouds,2022-09-06 18:01:18
182,Kahului,20.8947,-156.47,81.84,79,93,4.0,US,overcast clouds,2022-09-06 17:59:40
183,Verkhnyaya Inta,65.9811,60.3094,41.85,96,100,6.35,RU,light rain,2022-09-06 18:01:18
184,Parlakimidi,18.7667,84.0833,79.41,92,49,0.31,IN,scattered clouds,2022-09-06 18:01:19
185,Lufilufi,-13.8745,-171.5986,80.17,72,6,20.92,WS,clear sky,2022-09-06 18:01:19
186,San Jeronimo,-11.9472,-75.2829,65.77,26,10,2.77,PE,clear sky,2022-09-06 18:01:19
187,Darfield,53.5339,-1.376,68.59,72,95,10.25,GB,overcast clouds,2022-09-06 18:01:19
188,Hay River,60.8156,-115.7999,55.38,62,40,18.41,CA,scattered clouds,2022-09-06 17:59:12
189,Poum,-20.2333,164.0167,70.59,84,100,20.76,NC,overcast clouds,2022-09-06 18:01:20
190,Bintulu,3.1667,113.0333,74.91,84,100,0.94,MY,overcast clouds,2022-09-06 18:01:20
191,Ukiah,39.1502,-123.2078,107.65,17,2,1.1,US,clear sky,2022-09-06 18:00:09
192,Mount Gambier,-37.8333,140.7667,42.67,90,61,6.4,AU,broken clouds,2022-09-06 18:01:20
193,Saldanha,-33.0117,17.9442,55.02,79,2,19.22,ZA,clear sky,2022-09-06 18:01:21
194,Szydlowiec,51.2282,20.8611,60.53,39,91,7.05,PL,overcast clouds,2022-09-06 17:56:36
195,Loviisa,60.4566,26.2251,54.28,61,100,8.3,FI,light rain,2022-09-06 18:01:21
196,Razole,16.4833,81.8333,79.83,89,30,3.42,IN,scattered clouds,2022-09-06 18:01:21
197,Fortuna,40.5982,-124.1573,72.52,64,40,4.61,US,scattered clouds,2022-09-06 18:01:22
198,Prince Rupert,54.3161,-130.3201,53.69,94,100,11.5,CA,light rain,2022-09-06 18:00:09
199,Esna,25.2934,32.554,90.0,21,0,9.66,EG,clear sky,2022-09-06 18:01:22
200,Mayumba,-3.432,10.6554,75.42,83,59,7.0,GA,broken clouds,2022-09-06 18:01:22
201,Vila,42.0304,-8.1588,59.7,70,85,8.08,PT,light rain,2022-09-06 18:01:23
202,Boueni,-12.9025,45.0761,75.18,74,18,6.93,YT,few clouds,2022-09-06 18:01:23
203,East London,-33.0153,27.9116,61.43,70,0,6.85,ZA,clear sky,2022-09-06 18:00:13
204,Beloha,-25.1667,45.05,66.15,80,0,5.73,MG,clear sky,2022-09-06 18:01:23
205,Dongli,23.5656,116.8194,78.84,77,95,11.07,CN,overcast clouds,2022-09-06 18:01:24
206,Myaundzha,63.0494,147.1858,36.21,89,13,5.73,RU,few clouds,2022-09-06 18:01:24
207,Marrakesh,31.6315,-8.0083,89.67,29,20,4.61,MA,few clouds,2022-09-06 17:58:28
208,Aklavik,68.2191,-135.0107,40.37,73,33,1.07,CA,scattered clouds,2022-09-06 18:01:24
209,Edd,13.9297,41.6925,91.51,63,91,6.89,ER,overcast clouds,2022-09-06 18:01:25
210,Kruisfontein,-34.0033,24.7314,52.88,87,5,3.33,ZA,clear sky,2022-09-06 18:01:25
211,Necochea,-38.5473,-58.7368,68.79,37,78,17.09,AR,broken clouds,2022-09-06 18:01:25
212,Bambous Virieux,-20.3428,57.7575,71.22,64,63,14.81,MU,broken clouds,2022-09-06 18:01:25
213,Banes,20.9625,-75.7186,88.77,57,16,11.43,CU,few clouds,2022-09-06 18:01:26
214,Lyubar,49.9204,27.7592,47.61,51,53,6.55,UA,broken clouds,2022-09-06 18:01:26
215,Ust-Kuyga,70.0167,135.6,46.06,53,84,3.47,RU,broken clouds,2022-09-06 18:01:26
216,Tual,-5.6667,132.75,80.35,80,98,8.7,ID,overcast clouds,2022-09-06 18:01:27
217,Faanui,-16.4833,-151.75,78.24,76,22,19.04,PF,light rain,2022-09-06 18:01:27
218,Khani,41.9563,42.9566,58.57,94,100,1.12,GE,overcast clouds,2022-09-06 18:01:27
219,Kenai,60.5544,-151.2583,53.1,90,50,6.62,US,scattered clouds,2022-09-06 18:01:28
220,Egvekinot,66.3167,-179.1667,28.2,85,100,14.83,RU,overcast clouds,2022-09-06 18:01:28
221,Cayenne,4.9333,-52.3333,87.84,62,88,9.22,GF,overcast clouds,2022-09-06 18:00:06
222,Khudumelapye,-23.8833,24.75,71.13,15,2,8.86,BW,clear sky,2022-09-06 18:01:28
223,Sistranda,63.7256,8.834,53.56,72,45,16.87,NO,scattered clouds,2022-09-06 18:01:29
224,Severo-Kurilsk,50.6789,156.125,53.67,87,100,5.41,RU,overcast clouds,2022-09-06 18:01:29
225,Airai,-8.9266,125.4092,57.81,83,97,1.07,TL,overcast clouds,2022-09-06 18:01:29
226,Ancud,-41.8697,-73.8203,51.22,91,100,24.23,CL,light rain,2022-09-06 18:01:29
227,Oranjemund,-28.55,16.4333,56.8,74,0,16.58,NA,clear sky,2022-09-06 18:01:30
228,Vardo,70.3705,31.1107,42.78,75,40,16.11,NO,scattered clouds,2022-09-06 18:01:30
229,Touros,-5.1989,-35.4608,82.47,61,27,20.58,BR,scattered clouds,2022-09-06 18:01:30
230,Namibe,-15.1961,12.1522,64.31,85,43,3.04,AO,scattered clouds,2022-09-06 18:01:30
231,Eseka,3.65,10.7667,73.02,97,58,2.33,CM,broken clouds,2022-09-06 18:01:31
232,Flinders,-34.5833,150.8552,52.18,90,84,1.99,AU,broken clouds,2022-09-06 18:01:31
233,Neringa,55.3719,21.0647,57.58,61,0,8.79,LT,clear sky,2022-09-06 18:01:31
234,Lompoc,34.6391,-120.4579,95.77,46,0,3.0,US,clear sky,2022-09-06 17:59:01
235,Sola,-13.8833,167.55,79.29,79,18,14.2,VU,few clouds,2022-09-06 18:01:32
236,Shakawe,-18.3667,21.85,75.65,14,0,5.99,BW,clear sky,2022-09-06 18:01:32
237,Marathon,44.9,-89.7668,72.64,63,40,3.44,US,scattered clouds,2022-09-06 18:01:32
238,Alakurtti,66.9672,30.3491,38.98,90,73,7.2,RU,broken clouds,2022-09-06 18:01:32
239,Beruwala,6.4788,79.9828,78.51,87,100,11.61,LK,overcast clouds,2022-09-06 18:01:33
240,Cam Ranh,11.9214,109.1591,76.96,83,75,6.91,VN,broken clouds,2022-09-06 18:01:33
241,Kattivakkam,13.2167,80.3167,86.09,78,93,10.4,IN,overcast clouds,2022-09-06 18:01:33
242,Souillac,-20.5167,57.5167,69.64,63,58,12.21,MU,broken clouds,2022-09-06 18:01:28
243,Avanigadda,16.0215,80.9181,79.21,89,44,5.55,IN,scattered clouds,2022-09-06 18:01:34
244,Baie-Comeau,49.2168,-68.1489,63.73,52,26,8.16,CA,scattered clouds,2022-09-06 18:00:09
245,Statesboro,32.4488,-81.7832,90.93,55,40,12.66,US,scattered clouds,2022-09-06 17:58:10
246,Iqaluit,63.7506,-68.5145,41.7,81,99,8.99,CA,overcast clouds,2022-09-06 18:01:34
247,Tacuarembo,-31.7333,-55.9833,70.25,59,86,6.04,UY,overcast clouds,2022-09-06 18:01:27
248,Veraval,20.9,70.3667,79.9,78,4,9.33,IN,clear sky,2022-09-06 18:01:34
249,Charlestown,-32.95,151.6667,51.69,95,42,2.95,AU,scattered clouds,2022-09-06 18:00:34
250,Guerrero Negro,27.9769,-114.0611,82.15,68,35,6.4,MX,scattered clouds,2022-09-06 18:01:35
251,Victoria,22.2855,114.1577,86.38,77,97,10.0,HK,overcast clouds,2022-09-06 18:00:02
252,Port Elizabeth,-33.918,25.5701,56.32,85,0,1.99,ZA,clear sky,2022-09-06 18:01:35
253,Finschhafen,-6.6024,147.8681,78.15,76,83,6.06,PG,broken clouds,2022-09-06 18:01:35
254,Seoul,37.5683,126.9778,71.04,89,0,1.48,KR,clear sky,2022-09-06 18:00:25
255,San Quintin,30.4833,-115.95,80.56,65,0,8.7,MX,clear sky,2022-09-06 18:01:36
256,Sakakah,29.9697,40.2064,94.78,18,0,9.4,SA,light rain,2022-09-06 18:01:36
257,Christiana,-27.914,25.1611,59.54,15,0,9.55,ZA,clear sky,2022-09-06 18:01:36
258,Kozhva,65.1073,57.0459,42.98,95,100,3.58,RU,light rain,2022-09-06 18:01:38
259,Montanha,-18.1269,-40.3633,79.43,34,39,16.53,BR,scattered clouds,2022-09-06 18:01:38
260,Angoche,-16.2325,39.9086,74.98,76,0,12.84,MZ,clear sky,2022-09-06 18:01:38
261,Ikalamavony,-21.15,46.5833,61.9,72,0,6.46,MG,clear sky,2022-09-06 18:01:38
262,Tromso,69.6496,18.957,46.42,76,75,5.75,NO,broken clouds,2022-09-06 17:59:56
263,Kununurra,-15.7667,128.7333,69.78,78,7,5.75,AU,clear sky,2022-09-06 17:57:44
264,Bonavista,48.6499,-53.1147,58.24,80,100,13.29,CA,overcast clouds,2022-09-06 18:01:39
265,Visaginas,55.6,26.4167,46.35,73,15,6.06,LT,few clouds,2022-09-06 18:01:39
266,Chernyshevskiy,63.0128,112.4714,37.33,97,99,5.91,RU,overcast clouds,2022-09-06 17:57:07
267,Bathsheba,13.2167,-59.5167,84.56,67,95,12.08,BB,overcast clouds,2022-09-06 18:01:39
268,Farafangana,-22.8167,47.8333,68.94,79,11,8.9,MG,few clouds,2022-09-06 18:01:40
269,Nome,64.5011,-165.4064,46.17,99,100,6.42,US,light rain,2022-09-06 18:01:40
270,West Freehold,40.2421,-74.3013,71.47,94,100,5.99,US,moderate rain,2022-09-06 18:01:31
