City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description,Date
271,Bogorodskoye,56.55,37.8833,46.63,70,100,9.22,RU,overcast clouds,2022-09-06 18:01:40
272,Cherskiy,68.75,161.3,36.99,76,44,13.33,RU,scattered clouds,2022-09-06 18:01:41
273,Batemans Bay,-35.7167,150.1833,54.1,93,82,3.67,AU,broken clouds,2022-09-06 18:01:41
274,Baghdad,33.3406,44.4009,101.01,14,0,7.43,IQ,clear sky,2022-09-06 18:00:03
275,Saint-Leu,-21.15,55.2833,68.32,71,48,1.45,RE,scattered clouds,2022-09-06 18:01:41
276,Clyde River,70.4692,-68.5914,39.58,78,95,5.91,CA,overcast clouds,2022-09-06 18:01:42
277,Yuzhnyy-Kospashskiy,58.9695,57.7548,38.95,89,100,2.95,RU,overcast clouds,2022-09-06 18:01:42
278,Mar Del Plata,-38.0023,-57.5575,71.62,35,0,13.8,AR,clear sky,2022-09-06 17:59:18
279,Omboue,-1.5746,9.2618,76.14,78,50,7.76,GA,scattered clouds,2022-09-06 18:01:42
280,San Patricio,28.017,-97.5169,85.53,79,100,6.33,US,overcast clouds,2022-09-06 18:01:42
281,Aksu,41.1231,80.2644,76.57,21,4,3.04,CN,clear sky,2022-09-06 18:01:43
282,Murgab,37.4966,61.9714,82.74,15,0,8.7,TM,clear sky,2022-09-06 18:01:43
283,Balkanabat,39.5108,54.3671,83.84,34,0,8.86,TM,clear sky,2022-09-06 18:01:43
284,Port Blair,11.6667,92.75,79.59,86,100,22.84,IN,overcast clouds,2022-09-06 18:00:21
285,Esil,51.9556,66.4042,61.86,63,98,6.44,KZ,overcast clouds,2022-09-06 18:01:45
286,Puerto Leguizamo,-0.1934,-74.7819,73.94,86,98,3.31,CO,overcast clouds,2022-09-06 18:01:45
287,Calabozo,8.9242,-67.4293,86.23,60,97,6.08,VE,overcast clouds,2022-09-06 18:01:45
288,Kaeo,-35.1,173.7833,42.33,92,100,4.76,NZ,overcast clouds,2022-09-06 18:01:45
289,Kamenka,51.3223,42.7678,51.67,52,97,8.05,RU,overcast clouds,2022-09-06 18:01:46
290,Provideniya,64.3833,-173.3,45.3,93,97,7.96,RU,light rain,2022-09-06 18:01:46
291,Dwarka,22.2394,68.9678,81.36,69,8,7.27,IN,clear sky,2022-09-06 18:01:46
292,Hofn,64.2539,-15.2082,54.63,78,23,8.01,IS,few clouds,2022-09-06 18:01:47
293,Balsta,59.5671,17.5278,63.07,69,17,6.8,SE,few clouds,2022-09-06 18:01:47
294,San Pedro,14.35,121.0167,78.35,95,100,4.81,PH,overcast clouds,2022-09-06 18:01:47
295,Novyy Svit,47.8059,38.0211,54.3,48,69,9.4,UA,broken clouds,2022-09-06 18:01:47
296,Nemuro,43.3236,145.575,67.59,89,63,28.5,JP,broken clouds,2022-09-06 18:01:48
297,Sawtell,-30.3833,153.1,50.18,93,33,0.0,AU,mist,2022-09-06 18:01:48
298,Wanning,18.8003,110.3967,80.11,78,78,0.92,CN,broken clouds,2022-09-06 18:01:48
299,Shingu,33.7333,135.9833,79.32,93,78,2.8,JP,broken clouds,2022-09-06 18:01:49
300,Yerbogachen,61.2767,108.0108,37.08,97,70,5.41,RU,broken clouds,2022-09-06 18:01:49
301,Winslow,35.0242,-110.6974,87.98,25,0,5.75,US,clear sky,2022-09-06 18:01:49
302,Longyearbyen,78.2186,15.6401,40.84,87,75,6.91,SJ,broken clouds,2022-09-06 18:01:49
303,Bonfim,3.0833,-59.95,89.37,55,93,4.07,BR,overcast clouds,2022-09-06 18:01:50
304,Vaitape,-16.5167,-151.75,78.24,76,22,19.24,PF,light rain,2022-09-06 17:56:59
305,Basco,20.4487,121.9702,84.02,81,100,9.6,PH,moderate rain,2022-09-06 18:01:50
306,Flin Flon,54.7682,-101.865,66.81,34,1,17.56,CA,clear sky,2022-09-06 18:01:50
307,Mount Isa,-20.7333,139.5,53.37,66,0,0.0,AU,clear sky,2022-09-06 18:01:20
308,Codrington,-38.2667,141.9667,43.72,92,57,9.8,AU,broken clouds,2022-09-06 18:01:51
309,Haines Junction,60.7522,-137.5108,48.56,65,17,1.21,CA,few clouds,2022-09-06 18:01:51
310,Vigrestad,58.5667,5.7,67.68,62,100,17.13,NO,overcast clouds,2022-09-06 18:01:51
311,Kikwit,-5.041,18.8162,82.2,56,53,2.46,CD,broken clouds,2022-09-06 18:01:52
312,Acari,-15.4311,-74.6158,76.46,43,38,10.63,PE,scattered clouds,2022-09-06 18:01:52
313,Nago,26.5881,127.9761,79.23,83,100,8.3,JP,overcast clouds,2022-09-06 18:01:52
314,Muriwai Beach,-36.8167,174.45,41.2,66,71,4.16,NZ,broken clouds,2022-09-06 18:01:52
315,Kamaishi,39.2667,141.8833,73.31,96,100,7.9,JP,overcast clouds,2022-09-06 18:01:53
316,Pangnirtung,66.1451,-65.7125,41.0,87,75,16.11,CA,broken clouds,2022-09-06 18:01:53
317,Camacari,-12.6975,-38.3242,78.51,54,0,10.27,BR,clear sky,2022-09-06 18:00:59
318,Pevek,69.7008,170.3133,33.89,97,100,12.26,RU,overcast clouds,2022-09-06 18:01:53
319,Velez-Malaga,36.7726,-4.1005,86.07,37,2,4.16,ES,clear sky,2022-09-06 18:00:26
320,Batagay-Alyta,67.8006,130.4114,41.76,82,94,6.55,RU,overcast clouds,2022-09-06 18:01:54
321,Lorengau,-2.0226,147.2712,80.24,83,73,6.64,PG,broken clouds,2022-09-06 18:01:54
322,Porto Santo,33.072,-16.3415,77.38,73,40,10.36,PT,scattered clouds,2022-09-06 18:01:54
323,Vila Franca Do Campo,37.7167,-25.4333,77.41,83,100,11.43,PT,overcast clouds,2022-09-06 18:01:55
324,Bermejillo,25.8833,-103.6167,68.04,92,100,4.83,MX,overcast clouds,2022-09-06 18:01:55
325,Nova Olimpia,-14.7972,-57.2881,101.17,16,21,7.47,BR,few clouds,2022-09-06 17:58:33
326,Isangel,-19.55,169.2667,71.73,93,95,5.99,VU,overcast clouds,2022-09-06 18:01:55
327,College,64.8569,-147.8028,48.79,91,69,1.81,US,broken clouds,2022-09-06 18:01:56
328,San Andres,12.5847,-81.7006,86.02,74,40,5.75,CO,scattered clouds,2022-09-06 18:00:00
329,Miri,4.4148,114.0089,76.21,76,98,2.37,MY,overcast clouds,2022-09-06 18:01:56
330,Lagoa,39.05,-27.9833,75.83,80,94,16.69,PT,light rain,2022-09-06 18:01:56
331,Hasaki,35.7333,140.8333,77.4,85,10,12.64,JP,clear sky,2022-09-06 18:01:56
332,Luderitz,-26.6481,15.1594,64.27,52,0,12.93,NA,clear sky,2022-09-06 17:59:39
333,Maceio,-9.6658,-35.7353,76.44,83,75,13.8,BR,broken clouds,2022-09-06 18:00:17
334,Axim,4.8699,-2.2405,77.27,82,33,7.0,GH,scattered clouds,2022-09-06 18:01:57
335,Xichang,27.8964,102.2634,62.53,61,100,1.79,CN,overcast clouds,2022-09-06 18:01:57
336,Yarada,17.65,83.2667,80.92,89,20,2.3,IN,few clouds,2022-09-06 18:01:58
337,Padang,-0.9492,100.3543,77.36,86,93,3.04,ID,overcast clouds,2022-09-06 18:01:58
338,Charcas,23.1333,-101.1167,67.95,62,98,5.77,MX,overcast clouds,2022-09-06 18:01:58
339,Usevya,-7.1,31.2333,79.75,27,24,3.98,TZ,few clouds,2022-09-06 18:01:58
340,Port Keats,-14.25,129.55,73.98,92,19,5.57,AU,few clouds,2022-09-06 18:01:59
341,Muros,42.7762,-9.0603,71.17,81,18,10.36,ES,few clouds,2022-09-06 18:01:59
342,Bharatpur,27.2167,77.4833,89.08,46,46,9.06,IN,scattered clouds,2022-09-06 17:59:21
343,Batagay,67.6333,134.6333,45.63,85,84,4.94,RU,light rain,2022-09-06 18:01:59
344,Lahan,26.7296,86.4951,79.56,89,100,5.5,NP,light rain,2022-09-06 18:02:01
345,Nyanguge,-2.55,33.2,74.03,65,36,6.08,TZ,scattered clouds,2022-09-06 18:02:01
346,Male,4.1748,73.5089,79.03,86,100,12.71,MV,overcast clouds,2022-09-06 18:02:01
347,Diamantino,-14.4086,-56.4461,97.56,19,78,5.66,BR,broken clouds,2022-09-06 18:02:01
348,Yeppoon,-23.1333,150.7333,58.78,82,6,10.27,AU,clear sky,2022-09-06 18:02:02
349,Baykit,61.67,96.37,40.15,96,57,3.04,RU,broken clouds,2022-09-06 18:02:02
350,Imperia,43.9667,7.7833,72.09,86,29,0.89,IT,scattered clouds,2022-09-06 18:02:03
351,Santa Cruz De La Palma,28.6835,-17.7642,77.14,69,40,13.8,ES,scattered clouds,2022-09-06 18:02:03
352,Palasa,18.7667,84.4167,80.62,87,45,4.16,IN,scattered clouds,2022-09-06 18:02:03
353,Te Anau,-45.4167,167.7167,33.04,94,75,1.34,NZ,light snow,2022-09-06 18:02:03
354,Makakilo City,21.3469,-158.0858,80.62,75,75,3.44,US,broken clouds,2022-09-06 18:02:04
355,Sakhnovshchyna,49.1517,35.872,53.73,43,93,9.08,UA,overcast clouds,2022-09-06 18:02:04
356,Maturin,9.75,-63.1767,89.31,59,43,4.94,VE,scattered clouds,2022-09-06 17:57:08
357,Gboko,7.3179,8.9951,75.13,89,100,4.99,NG,light rain,2022-09-06 18:02:04
358,Newport,51.5877,-2.9984,66.31,77,100,15.99,GB,overcast clouds,2022-09-06 18:00:56
359,La Ronge,55.1001,-105.2842,64.09,42,2,15.32,CA,clear sky,2022-09-06 18:00:45
360,Eirunepe,-6.6603,-69.8736,100.11,19,29,2.48,BR,scattered clouds,2022-09-06 18:02:05
361,Mehamn,71.0357,27.8492,42.75,87,75,0.0,NO,light intensity drizzle,2022-09-06 18:02:05
362,Northam,51.0333,-4.2167,59.4,90,87,16.51,GB,overcast clouds,2022-09-06 18:02:06
363,Sanok,49.5557,22.2056,61.27,100,85,5.41,PL,overcast clouds,2022-09-06 18:02:06
364,Biak,-0.9131,122.8766,74.43,88,100,0.89,ID,overcast clouds,2022-09-06 18:02:06
365,Ambilobe,-13.2,49.05,71.33,69,10,5.1,MG,clear sky,2022-09-06 18:02:07
366,Albanel,48.8832,-72.4487,69.93,44,14,2.51,CA,few clouds,2022-09-06 18:02:07
367,Moyale,3.5167,39.0584,75.83,46,92,7.65,KE,overcast clouds,2022-09-06 18:02:07
368,Bengkulu,-3.8004,102.2655,75.06,91,100,3.02,ID,overcast clouds,2022-09-06 18:02:08
369,Bandundu,-3.3167,17.3667,79.02,72,74,8.3,CD,light rain,2022-09-06 18:02:08
370,Bambanglipuro,-7.95,110.2833,76.06,89,83,6.24,ID,broken clouds,2022-09-06 18:02:08
371,Tessalit,20.1986,1.0114,102.49,12,7,4.9,ML,clear sky,2022-09-06 18:02:08
372,Marzuq,14.4,46.4667,85.64,49,61,7.49,YE,broken clouds,2022-09-06 18:02:09
373,Beatrice,40.2681,-96.747,87.89,48,0,11.5,US,clear sky,2022-09-06 18:02:09
374,Livermore,37.6819,-121.768,105.26,19,0,5.01,US,clear sky,2022-09-06 18:00:04
375,San Cristobal,7.7669,-72.225,83.23,44,80,7.76,VE,broken clouds,2022-09-06 18:02:09
376,Yining,29.0361,114.5636,71.51,49,37,1.57,CN,scattered clouds,2022-09-06 18:02:10
377,Cheyenne,41.14,-104.8203,89.78,18,6,11.01,US,clear sky,2022-09-06 18:02:10
378,San Ignacio,17.1561,-89.0714,92.8,45,20,4.47,BZ,few clouds,2022-09-06 18:00:05
379,Las Vegas,36.175,-115.1372,104.81,17,0,1.99,US,clear sky,2022-09-06 18:00:08
380,Suoyarvi,62.0833,32.35,45.03,94,100,7.45,RU,overcast clouds,2022-09-06 18:02:10
381,Sao Miguel Do Araguaia,-13.275,-50.1628,99.59,13,61,5.84,BR,broken clouds,2022-09-06 18:00:31
382,Suez,29.9737,32.5263,80.65,65,0,15.66,EG,clear sky,2022-09-06 18:02:11
383,Yar-Sale,66.8333,70.8333,36.93,87,100,3.62,RU,overcast clouds,2022-09-06 18:02:11
384,Cabedelo,-6.9811,-34.8339,78.76,72,14,19.55,BR,few clouds,2022-09-06 18:02:12
385,Bandarbeyla,9.4942,50.8122,76.37,83,74,33.69,SO,broken clouds,2022-09-06 18:02:12
386,Hanzhong,33.0728,107.0303,66.87,78,83,1.61,CN,broken clouds,2022-09-06 18:02:12
387,Algiers,36.7525,3.042,89.42,31,75,9.22,DZ,broken clouds,2022-09-06 17:58:02
388,Bahia Honda,22.9036,-83.1592,88.72,61,14,7.23,CU,few clouds,2022-09-06 18:02:13
389,Okha,53.5739,142.9478,54.52,98,100,21.99,RU,moderate rain,2022-09-06 18:02:13
390,Tizimin,21.15,-88.15,95.2,40,11,4.16,MX,few clouds,2022-09-06 18:02:13
391,Camaqua,-30.8511,-51.8122,69.91,65,76,7.07,BR,broken clouds,2022-09-06 18:02:13
392,Muisne,0.6,-80.0333,77.79,77,80,9.37,EC,broken clouds,2022-09-06 18:02:14
393,Christchurch,-43.5333,172.6333,35.47,85,1,1.14,NZ,clear sky,2022-09-06 18:01:25
394,San Jose De Guanipa,8.8872,-64.1651,86.56,59,58,6.08,VE,broken clouds,2022-09-06 18:02:14
395,Lapeer,43.0514,-83.3188,76.48,38,75,4.61,US,broken clouds,2022-09-06 17:57:29
396,Kranjska Gora,46.4839,13.7894,66.4,88,69,3.98,SI,broken clouds,2022-09-06 18:02:15
397,Calama,-22.4667,-68.9333,73.76,3,0,16.44,CL,clear sky,2022-09-06 18:02:15
398,Slobidka,47.8869,29.3461,55.74,37,74,8.03,UA,broken clouds,2022-09-06 18:02:15
399,Palomares,17.15,-95.0667,85.68,70,83,4.83,MX,broken clouds,2022-09-06 18:02:15
400,Asau,46.4333,26.4,63.52,66,92,2.01,RO,light rain,2022-09-06 18:02:16
401,Kudahuvadhoo,2.6708,72.8944,79.61,81,100,20.02,MV,overcast clouds,2022-09-06 18:02:16
402,Kirakira,-10.4544,161.9205,78.17,82,3,7.58,SB,clear sky,2022-09-06 18:02:16
403,Zyryanka,65.75,150.85,43.43,58,25,9.42,RU,scattered clouds,2022-09-06 18:02:17
404,Ola,59.5833,151.2833,44.55,83,61,1.54,RU,broken clouds,2022-09-06 18:02:17
405,Vilhena,-12.7406,-60.1458,96.13,19,22,3.89,BR,few clouds,2022-09-06 18:00:11
406,Itarare,-24.1125,-49.3317,59.05,89,100,7.45,BR,heavy intensity rain,2022-09-06 18:02:17
407,Ballina,-28.8667,153.5667,51.01,99,48,6.04,AU,scattered clouds,2022-09-06 18:02:18
408,Lakes Entrance,-37.8811,147.981,41.16,92,100,3.76,AU,overcast clouds,2022-09-06 18:02:18
409,Goure,13.9835,10.2704,90.77,39,10,8.81,NE,clear sky,2022-09-06 18:02:18
410,Le Havre,49.4938,0.1077,67.12,82,86,9.22,FR,overcast clouds,2022-09-06 17:59:16
411,Whitianga,-36.8333,175.7,43.52,69,80,3.62,NZ,broken clouds,2022-09-06 17:59:21
412,Broken Hill,-31.95,141.4333,57.07,45,100,13.44,AU,overcast clouds,2022-09-06 18:02:19
413,Kermanshah,34.3142,47.065,81.5,12,0,9.22,IR,clear sky,2022-09-06 18:02:19
414,Gaoual,11.75,-13.2,82.9,90,64,2.89,GN,light rain,2022-09-06 18:02:19
415,Alice Springs,-23.7,133.8833,51.35,93,81,3.44,AU,broken clouds,2022-09-06 18:02:20
416,Alyangula,-13.8483,136.4192,58.87,94,27,0.0,AU,fog,2022-09-06 18:02:20
417,Kupang,-10.1667,123.5833,75.06,80,98,4.79,ID,overcast clouds,2022-09-06 18:02:20
418,Vila Velha,-20.3297,-40.2925,73.94,64,70,3.0,BR,broken clouds,2022-09-06 18:00:21
419,Inuvik,68.3499,-133.7218,38.16,100,75,9.22,CA,broken clouds,2022-09-06 18:02:21
420,Kenora,49.8167,-94.4337,79.11,43,16,8.57,CA,few clouds,2022-09-06 18:00:12
421,Vestmannaeyjar,63.4427,-20.2734,58.19,77,0,11.5,IS,clear sky,2022-09-06 18:02:21
422,Qasigiannguit,68.8193,-51.1922,41.25,78,90,3.67,GL,overcast clouds,2022-09-06 18:02:21
423,Khandbari,27.3747,87.2039,71.94,91,91,0.83,NP,overcast clouds,2022-09-06 18:02:22
424,Olafsvik,64.8945,-23.7142,51.33,86,25,9.28,IS,scattered clouds,2022-09-06 18:02:22
425,Uberaba,-19.7483,-47.9319,84.4,30,91,6.78,BR,overcast clouds,2022-09-06 18:02:22
426,Scottsboro,34.6723,-86.0341,87.51,74,40,4.61,US,scattered clouds,2022-09-06 18:02:23
427,Dongsheng,39.8161,109.9776,58.26,29,0,2.66,CN,clear sky,2022-09-06 18:02:23
428,Karatuzskoye,53.6072,92.8667,55.42,81,25,2.26,RU,scattered clouds,2022-09-06 18:02:24
429,Freeport,40.6576,-73.5832,73.02,83,100,8.99,US,moderate rain,2022-09-06 18:02:24
430,Moindou,-21.6924,165.677,65.57,86,100,8.57,NC,overcast clouds,2022-09-06 18:02:24
431,Grand Gaube,-20.0064,57.6608,71.38,64,30,8.01,MU,scattered clouds,2022-09-06 18:02:24
432,Zitacuaro,19.4372,-100.358,71.73,73,86,6.51,MX,overcast clouds,2022-09-06 18:02:25
433,Rawson,-43.3002,-65.1023,73.38,14,100,15.26,AR,overcast clouds,2022-09-06 18:00:59
434,Namatanai,-3.6667,152.4333,78.84,81,60,5.59,PG,broken clouds,2022-09-06 18:02:25
435,Trairi,-3.2778,-39.2689,85.37,58,32,16.84,BR,scattered clouds,2022-09-06 17:59:54
436,Dingzhou,38.5131,114.9956,64.09,35,0,6.76,CN,clear sky,2022-09-06 18:02:25
437,Akdagmadeni,39.6603,35.8836,46.47,90,42,6.22,TR,scattered clouds,2022-09-06 18:02:26
438,Kisangani,0.5167,25.2,76.26,81,81,2.3,CD,broken clouds,2022-09-06 18:02:26
439,Warri,5.5167,5.75,77.18,83,99,6.69,NG,overcast clouds,2022-09-06 18:02:26
440,Freetown,8.484,-13.2299,76.42,92,100,5.93,SL,heavy intensity rain,2022-09-06 18:02:26
441,Mbaiki,3.8678,17.9892,76.33,80,97,2.37,CF,overcast clouds,2022-09-06 18:02:27
442,Chelmno,53.3485,18.4251,61.45,47,39,1.01,PL,scattered clouds,2022-09-06 18:02:20
443,Aloleng,16.1307,119.7824,81.09,82,100,5.26,PH,overcast clouds,2022-09-06 18:02:27
444,Geilo,60.5333,8.2076,52.7,64,31,3.58,NO,scattered clouds,2022-09-06 18:02:27
445,Dorogobuzh,54.915,33.2972,45.48,62,82,6.64,RU,broken clouds,2022-09-06 18:02:28
446,Tabou,4.423,-7.3528,76.48,87,92,10.29,CI,light rain,2022-09-06 18:02:28
447,Mandalgovi,45.7625,106.2708,58.03,47,2,3.02,MN,clear sky,2022-09-06 18:02:28
448,Coahuayana,18.7333,-103.6833,90.57,52,94,4.47,MX,overcast clouds,2022-09-06 18:02:29
449,Karlshamn,56.1706,14.8619,59.49,73,23,6.24,SE,few clouds,2022-09-06 18:02:29
450,Tooele,40.5308,-112.2983,95.09,22,0,5.75,US,clear sky,2022-09-06 18:01:09
451,Russell,32.3502,-85.1999,88.97,66,20,5.75,US,few clouds,2022-09-06 18:02:29
452,Floro,61.5996,5.0328,62.67,67,0,9.22,NO,clear sky,2022-09-06 18:02:30
453,Hamilton,39.1834,-84.5333,76.59,92,75,9.22,US,broken clouds,2022-09-06 18:01:58
454,Richards Bay,-28.783,32.0377,66.27,63,74,6.93,ZA,broken clouds,2022-09-06 18:02:30
455,Carauari,-4.8828,-66.8958,99.55,25,6,0.94,BR,clear sky,2022-09-06 18:02:30
456,Sorland,67.667,12.6934,51.15,82,100,15.99,NO,overcast clouds,2022-09-06 18:02:31
457,Aranos,-24.1333,19.1167,66.24,12,0,10.96,NA,clear sky,2022-09-06 18:02:31
458,Tripoli,32.8752,13.1875,83.21,64,0,18.79,LY,clear sky,2022-09-06 18:00:14
459,Half Moon Bay,37.4636,-122.4286,104.45,46,0,0.0,US,clear sky,2022-09-06 18:00:05
460,Tiksi,71.6872,128.8694,40.82,69,94,3.4,RU,overcast clouds,2022-09-06 18:02:31
461,Mangan,27.5167,88.5333,74.71,88,82,1.99,IN,broken clouds,2022-09-06 18:02:31
462,Palang,23.2167,90.35,82.4,85,98,5.32,BD,overcast clouds,2022-09-06 18:02:32
463,Zwedru,6.0667,-8.1281,73.62,96,100,4.27,LR,moderate rain,2022-09-06 18:02:32
464,Grand-Santi,4.25,-54.3833,95.18,31,97,5.61,GF,overcast clouds,2022-09-06 18:02:32
465,Belmonte,-15.8631,-38.8828,73.53,71,77,15.95,BR,broken clouds,2022-09-06 18:02:33
466,Pamanukan,-6.2842,107.8106,77.56,84,9,5.26,ID,clear sky,2022-09-06 18:02:33
467,Mangrol,21.1167,70.1167,80.2,77,2,8.08,IN,clear sky,2022-09-06 18:02:33
468,Kemin,42.7846,75.6892,69.67,22,2,4.94,KG,clear sky,2022-09-06 18:02:33
469,Coutances,49.05,-1.4333,66.24,70,69,16.55,FR,broken clouds,2022-09-06 18:02:34
470,Baoying,33.2292,119.3092,70.97,71,0,6.58,CN,clear sky,2022-09-06 18:02:34
471,Latung,5.5,120.8833,80.82,78,100,6.46,PH,overcast clouds,2022-09-06 18:02:34
472,Hualmay,-11.0964,-77.6139,67.23,65,28,10.45,PE,scattered clouds,2022-09-06 18:02:35
473,Sremska Mitrovica,44.9764,19.6122,72.91,66,7,7.49,RS,clear sky,2022-09-06 18:02:35
474,Emerald,-23.5333,148.1667,55.35,88,67,17.07,AU,broken clouds,2022-09-06 18:02:35
475,Nandu,22.8525,110.8233,77.54,68,88,1.86,CN,overcast clouds,2022-09-06 18:02:35
476,Burgeo,47.6167,-57.6152,60.62,81,100,7.36,CA,overcast clouds,2022-09-06 18:00:36
477,Acambay,19.9558,-99.8417,64.38,70,95,3.09,MX,overcast clouds,2022-09-06 18:02:36
478,Merrill,45.1805,-89.6835,73.17,60,0,0.0,US,clear sky,2022-09-06 18:02:36
479,Rocha,-34.4833,-54.3333,65.53,68,30,11.88,UY,scattered clouds,2022-09-06 18:02:36
480,Alofi,-19.0595,-169.9187,76.37,77,6,12.19,NU,clear sky,2022-09-06 18:02:37
481,Talcahuano,-36.7167,-73.1167,53.35,67,0,7.92,CL,clear sky,2022-09-06 18:02:17
482,Sabang,5.8933,95.3214,82.47,72,100,19.15,ID,moderate rain,2022-09-06 18:02:37
483,Beyneu,45.3167,55.2,62.67,37,74,11.21,KZ,broken clouds,2022-09-06 18:02:37
484,Garowe,8.4054,48.4845,86.27,37,80,25.01,SO,broken clouds,2022-09-06 18:02:37
485,Palmer,42.1584,-72.3287,65.14,88,100,6.91,US,moderate rain,2022-09-06 18:02:38
486,Polunochnoye,60.8697,60.4153,41.49,83,100,3.27,RU,overcast clouds,2022-09-06 18:02:38
487,Berdigestyakh,62.0989,126.6992,41.5,99,100,3.62,RU,overcast clouds,2022-09-06 17:58:42
488,Iwanai,42.9744,140.5089,69.31,88,93,9.46,JP,overcast clouds,2022-09-06 18:02:38
489,Saryozek,44.3583,77.9753,67.6,22,0,2.77,KZ,clear sky,2022-09-06 18:02:39
490,Ugoofaaru,5.6667,73.0,80.19,80,96,16.11,MV,overcast clouds,2022-09-06 18:02:39
491,Vostok,46.4856,135.8833,53.91,98,100,10.45,RU,overcast clouds,2022-09-06 18:02:39
492,Chandbali,20.7833,86.7667,83.01,82,87,6.33,IN,overcast clouds,2022-09-06 18:02:39
493,Emborion,40.4833,21.55,67.3,75,48,3.47,GR,scattered clouds,2022-09-06 18:02:40
494,Sungaipenuh,-2.0833,101.3833,62.71,94,100,2.1,ID,heavy intensity rain,2022-09-06 18:02:40
495,Korla,41.7597,86.1469,78.06,17,1,5.21,CN,clear sky,2022-09-06 18:02:40
496,Chlumec Nad Cidlinou,50.1544,15.4603,73.51,73,99,6.26,CZ,light rain,2022-09-06 18:02:40
497,Liberty,31.8335,-81.5004,90.27,49,79,3.0,US,broken clouds,2022-09-06 17:58:40
498,Trelew,-43.249,-65.3051,77.56,8,100,16.08,AR,overcast clouds,2022-09-06 18:00:53
499,Naze,28.3667,129.4833,75.25,75,100,9.95,JP,overcast clouds,2022-09-06 18:02:41
500,Pisco,-13.7,-76.2167,63.01,78,22,9.13,PE,few clouds,2022-09-06 18:02:41
501,Bandarban,22.1965,92.2262,77.2,98,99,1.66,BD,overcast clouds,2022-09-06 18:02:41
502,Ayagoz,47.9714,80.4392,71.04,19,50,5.44,KZ,scattered clouds,2022-09-06 18:02:42
503,Svetlaya,46.5389,138.3297,67.1,81,100,15.52,RU,overcast clouds,2022-09-06 18:02:42
504,Chifeng,42.2683,118.9636,55.45,54,37,6.51,CN,scattered clouds,2022-09-06 18:00:23
505,Kuytun,54.3419,101.5036,49.1,92,100,1.97,RU,overcast clouds,2022-09-06 18:02:42
506,Alibag,18.6411,72.8792,84.27,81,93,8.43,IN,light rain,2022-09-06 18:02:43
507,Omsukchan,62.5333,155.8,36.36,73,0,7.99,RU,clear sky,2022-09-06 18:02:43
508,Tabalosos,-6.35,-76.6833,79.59,47,72,3.67,PE,broken clouds,2022-09-06 18:02:43
509,Oistins,13.0667,-59.5333,86.09,79,40,5.75,BB,scattered clouds,2022-09-06 17:59:49
510,Talaya,61.3833,152.75,38.34,79,0,6.6,RU,clear sky,2022-09-06 18:02:43
511,Kearney,40.6995,-99.0815,88.36,42,0,0.0,US,clear sky,2022-09-06 18:02:44
512,Megion,61.0296,76.1136,46.42,72,100,1.28,RU,overcast clouds,2022-09-06 18:02:44
513,Kushiro,42.975,144.3747,69.33,89,96,24.76,JP,overcast clouds,2022-09-06 18:02:44
514,Iralaya,15.0,-83.2333,85.06,68,78,7.14,HN,broken clouds,2022-09-06 18:02:45
515,Cody,44.5263,-109.0565,85.59,20,0,9.22,US,clear sky,2022-09-06 18:02:45
516,Carmelo,-33.9892,-58.2856,70.68,48,0,9.89,UY,clear sky,2022-09-06 18:02:45
517,Beringovskiy,63.05,179.3167,43.12,91,100,19.55,RU,light rain,2022-09-06 18:02:45
518,Makaha,21.4694,-158.2175,81.99,73,75,3.44,US,broken clouds,2022-09-06 18:02:46
519,Launceston,-41.45,147.1667,45.16,88,100,0.0,AU,overcast clouds,2022-09-06 18:02:46
520,Roebourne,-20.7833,117.1333,67.73,37,0,9.66,AU,clear sky,2022-09-06 18:02:46
521,Kelo,9.3086,15.8066,75.58,86,89,1.25,TD,light rain,2022-09-06 18:02:47
522,Utica,43.1009,-75.2327,71.65,90,100,11.21,US,overcast clouds,2022-09-06 18:02:47
523,Port Lincoln,-34.7333,135.8667,56.86,73,95,11.74,AU,overcast clouds,2022-09-06 18:01:01
524,Marawi,7.9986,124.2928,67.91,93,96,1.97,PH,overcast clouds,2022-09-06 18:02:47
525,Teknaf,20.8624,92.3058,80.85,84,77,2.13,BD,broken clouds,2022-09-06 18:02:47
526,Akom,2.6678,12.7109,71.53,88,83,0.51,CM,light rain,2022-09-06 18:02:48
527,Vanimo,-2.6741,141.3028,77.14,86,59,2.95,PG,broken clouds,2022-09-06 18:02:48
528,Santana Do Acarau,-3.4606,-40.2122,98.2,25,45,11.63,BR,scattered clouds,2022-09-06 18:02:48
529,Newry,54.1784,-6.3374,61.11,92,87,8.81,GB,overcast clouds,2022-09-06 18:02:49
530,Singarayakonda,15.25,80.0333,84.67,76,89,12.68,IN,overcast clouds,2022-09-06 18:02:49
531,Bakchar,57.0186,82.0711,48.6,98,95,4.52,RU,overcast clouds,2022-09-06 18:02:49
532,Tagusao,9.1924,117.8141,76.98,85,100,3.24,PH,overcast clouds,2022-09-06 18:02:49
533,Mezhdurechenskiy,59.6,65.9333,44.96,70,100,2.73,RU,overcast clouds,2022-09-06 18:02:50
534,Kasongo-Lunda,-6.4667,16.8167,81.77,57,64,1.63,CD,light rain,2022-09-06 18:02:50
